value,time
83.95,2135
83.67,2136
83.69,2137
83.71,2138
82.5,2139
82.34,2140
81.43,2141
81.55,2142
82.32,2143
81.44,2144
82.5,2145
83.73,2146
84.09,2147
84.77,2148
84.19,2149
84.51,2150
85.29,2151
84.62,2152
85.7,2153
86.21,2154
87.34,2155
87.14,2156
85.77,2157
86.67,2158
85.91,2159
84.48,2160
84.83,2161
84.09,2162
84.67,2163
85.56,2164
85.81,2165
86.53,2166
86.24,2167
85.89,2168
85.74,2169
87.4,2170
85.98,2171
83.86,2172
82.15,2173
81.73,2174
80.44,2175
79.5,2176
79.69,2177
78.3,2178
78.25,2179
77.44,2180
77.39,2181
75.8,2182
74.67,2183
75.25,2184
74.99,2185
77.11,2186
77.29,2187
78.19,2188
77.23,2189
76.68,2190
76.05,2191
75.35,2192
74.24,2193
74.0,2194
74.39,2195
74.1,2196
74.06,2197
73.39,2198
72.55,2199
73.58,2200
73.67,2201
72.9,2202
71.73,2203
70.05,2204
70.51,2205
70.47,2206
70.08,2207
69.99,2208
71.96,2209
71.07,2210
70.43,2211
70.45,2212
70.08,2213
68.06,2214
69.74,2215
69.94,2216
68.75,2217
68.77,2218
69.53,2219
69.07,2220
70.49,2221
68.54,2222
66.72,2223
66.78,2224
67.32,2225
68.18,2226
69.02,2227
71.12,2228
71.06,2229
70.98,2230
72.65,2231
72.0,2232
70.9,2233
71.12,2234
71.44,2235
71.08,2236
71.94,2237
70.2,2238
69.85,2239
70.89,2240
71.77,2241
71.05,2242
70.36,2243
69.19,2244
69.92,2245
68.84,2246
70.6,2247
71.36,2248
73.23,2249
74.18,2250
71.97,2251
72.12,2252
72.11,2253
70.84,2254
71.81,2255
70.52,2256
69.93,2257
70.94,2258
69.05,2259
67.72,2260
67.73,2261
67.39,2262
66.81,2263
64.52,2264
63.77,2265
62.0,2266
61.4,2267
61.23,2268
59.0,2269
60.21,2270
60.31,2271
60.36,2272
60.59,2273
60.14,2274
60.53,2275
61.01,2276
62.1,2277
61.95,2278
62.68,2279
62.69,2280
61.78,2281
62.7,2282
62.23,2283
61.5,2284
59.62,2285
59.12,2286
59.51,2287
60.27,2288
61.59,2289
61.69,2290
61.65,2291
62.21,2292
62.0,2293
61.21,2294
60.94,2295
60.56,2296
59.99,2297
60.27,2298
59.67,2299
60.84,2300
59.94,2301
58.94,2302
60.37,2303
60.6,2304
61.08,2305
60.95,2306
60.41,2307
62.32,2308
63.03,2309
64.55,2310
64.54,2311
65.39,2312
65.67,2313
66.0,2314
64.91,2315
66.22,2316
65.76,2317
65.5,2318
66.54,2319
66.56,2320
65.14,2321
64.76,2322
65.07,2323
64.54,2324
65.74,2325
65.94,2326
66.48,2327
65.25,2328
67.12,2329
67.44,2330
66.63,2331
66.75,2332
64.83,2333
64.95,2334
65.18,2335
65.27,2336
65.24,2337
64.85,2338
66.13,2339
64.59,2340
63.73,2341
63.37,2342
62.59,2343
62.61,2344
62.11,2345
61.71,2346
61.51,2347
61.4,2348
62.11,2349
62.42,2350
62.06,2351
60.84,2352
60.63,2353
63.77,2354
64.67,2355
64.47,2356
64.84,2357
66.12,2358
66.17,2359
65.29,2360
66.19,2361
67.04,2362
67.74,2363
69.06,2364
71.17,2365
69.77,2366
69.38,2367
68.67,2368
68.78,2369
69.29,2370
69.5,2371
67.52,2372
68.9,2373
66.26,2374
65.82,2375
65.15,2376
63.07,2377
61.01,2378
61.55,2379
59.65,2380
61.31,2381
62.1,2382
62.64,2383
61.75,2384
62.5,2385
63.59,2386
63.17,2387
63.11,2388
64.44,2389
64.87,2390
65.46,2391
64.09,2392
63.69,2393
64.95,2394
65.6,2395
62.96,2396
119.18,2397
62.24,2398
63.7,2399
64.28,2400
65.69,2401
66.36,2402
66.78,2403
67.04,2404
66.66,2405
67.84,2406
66.6,2407
64.5,2408
64.18,2409
63.76,2410
63.5,2411
65.17,2412
65.03,2413
64.69,2414
65.02,2415
64.64,2416
64.71,2417
65.01,2418
64.63,2419
63.64,2420
62.82,2421
62.61,2422
63.09,2423
63.72,2424
61.4,2425
61.35,2426
60.61,2427
60.36,2428
59.71,2429
61.44,2430
62.47,2431
61.03,2432
61.68,2433
63.53,2434
65.35,2435
64.21,2436
64.23,2437
64.1,2438
65.55,2439
65.24,2440
65.95,2441
64.6,2442
66.46,2443
66.83,2444
64.56,2445
65.19,2446
64.05,2447
65.48,2448
63.77,2449
61.85,2450
63.53,2451
63.15,2452
65.15,2453
66.64,2454
66.64,2455
67.93,2456
67.39,2457
68.04,2458
67.77,2459
66.55,2460
67.45,2461
68.09,2462
68.04,2463
68.57,2464
68.82,2465
67.48,2466
66.8,2467
69.92,2468
71.28,2469
72.79,2470
72.31,2471
71.47,2472
70.93,2473
71.43,2474
71.54,2475
71.43,2476
70.83,2477
71.61,2478
71.87,2479
70.53,2480
69.4,2481
71.44,2482
70.17,2483
72.42,2484
71.18,2485
70.59,2486
69.55,2487
69.26,2488
68.74,2489
68.32,2490
67.88,2491
68.4,2492
68.12,2493
68.03,2494
69.05,2495
70.36,2496
70.52,2497
70.53,2498
69.54,2499
69.42,2500
68.89,2501
68.17,2502
69.56,2503
68.85,2504
68.79,2505
69.07,2506
67.94,2507
68.12,2508
69.58,2509
70.35,2510
70.24,2511
69.88,2512
68.88,2513
69.84,2514
69.41,2515
70.11,2516
70.53,2517
70.84,2518
69.84,2519
68.76,2520
68.88,2521
68.63,2522
69.28,2523
69.3,2524
68.87,2525
71.41,2526
70.98,2527
69.96,2528
69.68,2529
69.07,2530
70.61,2531
70.4,2532
70.38,2533
69.94,2534
69.51,2535
68.78,2536
69.75,2537
70.29,2538
69.7,2539
72.17,2540
71.56,2541
71.63,2542
72.8,2543
73.41,2544
74.14,2545
73.62,2546
74.39,2547
75.52,2548
74.0,2549
74.43,2550
75.08,2551
74.18,2552
74.02,2553
74.69,2554
74.24,2555
73.92,2556
73.89,2557
75.56,2558
76.17,2559
75.75,2560
75.06,2561
77.06,2562
76.53,2563
76.61,2564
76.34,2565
76.62,2566
77.19,2567
77.75,2568
78.07,2569
78.73,2570
78.25,2571
78.41,2572
80.23,2573
79.31,2574
78.46,2575
78.14,2576
79.43,2577
80.44,2578
79.74,2579
80.45,2580
79.98,2581
80.77,2582
81.94,2583
82.83,2584
84.24,2585
84.25,2586
83.05,2587
82.28,2588
80.82,2589
81.05,2590
80.53,2591
78.26,2592
78.81,2593
80.68,2594
81.45,2595
82.38,2596
80.37,2597
80.7,2598
79.3,2599
80.26,2600
79.99,2601
79.79,2602
79.15,2603
79.51,2604
77.76,2605
78.06,2606
79.96,2607
78.3,2608
78.26,2609
76.72,2610
76.28,2611
75.48,2612
75.67,2613
74.58,2614
73.85,2615
74.74,2616
75.46,2617
74.43,2618
75.5,2619
75.64,2620
78.0,2621
76.24,2622
76.83,2623
75.26,2624
76.41,2625
75.53,2626
74.71,2627
75.2,2628
74.56,2629
74.73,2630
74.69,2631
72.36,2632
72.12,2633
73.97,2634
73.87,2635
74.01,2636
73.59,2637
74.05,2638
73.11,2639
73.2,2640
71.9,2641
70.61,2642
69.52,2643
68.88,2644
69.67,2645
69.17,2646
67.57,2647
68.53,2648
68.14,2649
68.68,2650
68.08,2651
68.71,2652
71.52,2653
70.88,2654
70.71,2655
71.54,2656
71.54,2657
70.58,2658
68.74,2659
67.43,2660
67.3,2661
66.25,2662
66.64,2663
66.93,2664
66.03,2665
65.41,2666
64.55,2667
65.5,2668
64.91,2669
64.96,2670
63.65,2671
62.04,2672
61.64,2673
61.88,2674
61.26,2675
60.46,2676
59.58,2677
59.78,2678
60.3,2679
59.82,2680
61.63,2681
60.41,2682
59.25,2683
58.71,2684
58.17,2685
58.85,2686
58.86,2687
56.63,2688
56.62,2689
56.04,2690
56.0,2691
57.51,2692
57.09,2693
55.1,2694
53.44,2695
54.4,2696
53.76,2697
52.61,2698
52.12,2699
53.45,2700
53.54,2701
52.38,2702
53.8,2703
53.1,2704
52.67,2705
54.13,2706
53.7,2707
52.63,2708
53.51,2709
52.5,2710
51.05,2711
52.44,2712
50.83,2713
50.76,2714
50.27,2715
49.25,2716
46.99,2717
45.57,2718
46.02,2719
45.32,2720
45.01,2721
47.2,2722
46.8,2723
45.71,2724
44.29,2725
44.5,2726
46.41,2727
46.63,2728
48.63,2729
48.23,2730
48.88,2731
49.16,2732
50.79,2733
51.11,2734
50.39,2735
49.52,2736
49.85,2737
48.26,2738
47.87,2739
49.51,2740
48.42,2741
49.06,2742
49.33,2743
50.09,2744
49.54,2745
49.72,2746
49.87,2747
50.6,2748
51.19,2749
50.09,2750
49.59,2751
50.44,2752
51.61,2753
50.78,2754
50.07,2755
49.12,2756
48.37,2757
46.85,2758
45.69,2759
47.03,2760
48.0,2761
47.27,2762
45.73,2763
45.3,2764
46.97,2765
46.16,2766
46.95,2767
48.27,2768
47.82,2769
47.59,2770
48.13,2771
48.21,2772
49.02,2773
47.84,2774
48.77,2775
51.12,2776
52.26,2777
52.88,2778
51.45,2779
50.94,2780
50.61,2781
50.64,2782
51.59,2783
54.08,2784
54.47,2785
53.9,2786
56.76,2787
58.42,2788
59.97,2789
61.97,2790
62.53,2791
62.07,2792
62.69,2793
61.11,2794
60.9,2795
61.72,2796
59.75,2797
58.53,2798
57.18,2799
57.26,2800
57.71,2801
56.87,2802
57.6,2803
55.24,2804
55.14,2805
54.77,2806
55.29,2807
54.76,2808
54.5,2809
55.25,2810
54.81,2811
53.71,2812
54.06,2813
54.24,2814
52.27,2815
51.95,2816
50.57,2817
51.64,2818
51.61,2819
51.04,2820
51.82,2821
51.37,2822
50.87,2823
50.02,2824
49.23,2825
50.01,2826
48.7,2827
47.9,2828
50.14,2829
49.96,2830
48.08,2831
47.7,2832
47.89,2833
47.47,2834
46.16,2835
47.07,2836
46.49,2837
47.55,2838
48.17,2839
46.55,2840
45.89,2841
48.71,2842
49.76,2843
49.57,2844
49.11,2845
48.72,2846
47.17,2847
47.62,2848
46.8,2849
47.18,2850
48.67,2851
47.45,2852
46.95,2853
46.68,2854
46.1,2855
48.13,2856
47.39,2857
47.54,2858
48.24,2859
48.36,2860
48.77,2861
49.15,2862
48.42,2863
47.69,2864
47.53,2865
48.43,2866
47.37,2867
46.81,2868
48.41,2869
49.12,2870
47.75,2871
46.58,2872
46.04,2873
45.96,2874
47.42,2875
47.84,2876
48.71,2877
48.52,2878
48.54,2879
47.94,2880
46.66,2881
47.39,2882
47.71,2883
47.6,2884
49.02,2885
49.73,2886
49.42,2887
50.95,2888
50.51,2889
49.89,2890
51.03,2891
50.66,2892
50.85,2893
50.49,2894
51.23,2895
51.64,2896
50.96,2897
51.77,2898
53.34,2899
53.1,2900
53.23,2901
52.61,2902
53.5,2903
52.58,2904
53.58,2905
52.67,2906
54.93,2907
54.02,2908
53.74,2909
53.85,2910
53.44,2911
53.5,2912
53.34,2913
53.22,2914
56.34,2915
54.99,2916
52.74,2917
52.4,2918
51.59,2919
51.29,2920
52.28,2921
51.12,2922
51.88,2923
50.69,2924
50.62,2925
50.58,2926
49.08,2927
49.54,2928
47.88,2929
47.59,2930
45.39,2931
46.45,2932
46.41,2933
45.67,2934
46.1,2935
44.91,2936
45.01,2937
44.15,2938
43.47,2939
41.75,2940
41.52,2941
41.88,2942
42.25,2943
42.32,2944
41.98,2945
41.07,2946
41.82,2947
41.23,2948
41.56,2949
41.23,2950
40.16,2951
41.01,2952
40.03,2953
40.2,2954
41.02,2955
41.13,2956
41.67,2957
41.69,2958
41.34,2959
40.83,2960
42.06,2961
40.86,2962
39.19,2963
39.77,2964
40.49,2965
40.57,2966
42.0,2967
40.57,2968
40.5,2969
40.21,2970
40.47,2971
41.27,2972
42.19,2973
42.83,2974
42.45,2975
41.4,2976
39.29,2977
40.07,2978
38.67,2979
40.07,2980
40.33,2981
40.36,2982
39.9,2983
39.02,2984
37.8,2985
37.43,2986
36.05,2987
37.35,2988
38.5,2989
37.22,2990
36.7,2991
39.4,2992
39.34,2993
38.63,2994
38.65,2995
38.13,2996
38.26,2997
37.76,2998
39.45,2999
39.57,3000
39.85,3001
39.96,3002
40.8,3003
40.5,3004
41.74,3005
42.43,3006
42.76,3007
44.07,3008
45.62,3009
46.79,3010
47.13,3011
47.01,3012
46.55,3013
46.72,3014
48.17,3015
18.02,3016
49.04,3017
48.59,3018
48.45,3019
48.14,3020
48.18,3021
50.44,3022
51.66,3023
51.73,3024
51.43,3025
51.83,3026
51.76,3027
50.55,3028
51.81,3029
50.27,3030
52.51,3031
52.7,3032
53.02,3033
53.48,3034
52.72,3035
53.86,3036
53.81,3037
53.17,3038
54.69,3039
53.93,3040
53.03,3041
54.06,3042
55.61,3043
54.72,3044
53.95,3045
52.52,3046
51.5,3047
52.11,3048
54.03,3049
54.75,3050
54.73,3051
54.21,3052
54.98,3053
53.68,3054
54.17,3055
53.62,3056
53.43,3057
54.35,3058
54.75,3059
53.22,3060
52.32,3061
54.0,3062
53.57,3063
54.1,3064
53.84,3065
55.43,3066
56.06,3067
55.71,3068
55.98,3069
55.16,3070
53.44,3071
52.96,3072
51.19,3073
50.58,3074
49.03,3075
46.99,3076
46.6,3077
46.46,3078
46.93,3079
45.61,3080
45.41,3081
44.72,3082
43.76,3083
43.39,3084
43.37,3085
43.82,3086
45.85,3087
46.69,3088
47.25,3089
48.34,3090
47.74,3091
47.09,3092
47.85,3093
47.33,3094
49.73,3095
49.24,3096
47.67,3097
47.34,3098
47.29,3099
47.96,3100
48.08,3101
47.7,3102
48.04,3103
45.83,3104
45.31,3105
44.95,3106
44.75,3107
46.37,3108
46.07,3109
44.86,3110
45.19,3111
46.44,3112
48.0,3113
46.98,3114
45.97,3115
47.05,3116
48.1,3117
48.9,3118
48.8,3119
48.19,3120
49.2,3121
50.23,3122
48.63,3123
48.05,3124
47.32,3125
47.04,3126
47.22,3127
46.78,3128
47.1,3129
46.85,3130
45.19,3131
45.14,3132
45.92,3133
46.94,3134
46.8,3135
46.37,3136
45.87,3137
47.58,3138
48.09,3139
47.06,3140
46.97,3141
46.57,3142
45.9,3143
47.55,3144
47.76,3145
46.07,3146
48.54,3147
47.02,3148
47.64,3149
47.29,3150
49.37,3151
49.8,3152
49.45,3153
50.36,3154
49.8,3155
51.98,3156
51.0,3157
50.73,3158
50.19,3159
50.32,3160
50.36,3161
50.86,3162
53.01,3163
54.08,3164
52.75,3165
52.24,3166
52.64,3167
51.75,3168
51.9,3169
52.13,3170
51.27,3171
52.92,3172
52.98,3173
52.36,3174
54.24,3175
52.78,3176
52.31,3177
52.77,3178
52.67,3179
53.29,3180
53.62,3181
54.27,3182
53.78,3183
54.21,3184
53.66,3185
54.07,3186
54.08,3187
53.17,3188
54.01,3189
55.33,3190
53.31,3191
52.96,3192
53.4,3193
53.9,3194
53.68,3195
52.51,3196
52.28,3197
52.89,3198
54.7,3199
54.55,3200
54.38,3201
55.13,3202
57.42,3203
57.9,3204
57.23,3205
58.63,3206
61.0,3207
61.04,3208
62.17,3209
62.71,3210
62.71,3211
62.6,3212
60.95,3213
61.52,3214
61.57,3215
63.19,3216
63.2,3217
63.37,3218
62.94,3219
62.62,3220
62.53,3221
60.13,3222
60.76,3223
61.9,3224
62.05,3225
61.62,3226
61.84,3227
62.13,3228
64.26,3229
63.63,3230
63.12,3231
64.25,3232
64.56,3233
64.37,3234
63.83,3235
63.47,3236
63.8,3237
64.44,3238
63.32,3239
62.84,3240
64.23,3241
63.77,3242
64.94,3243
66.39,3244
67.27,3245
66.49,3246
65.26,3247
90.96,3248
62.05,3249
62.9,3250
62.37,3251
63.16,3252
63.53,3253
64.01,3254
63.35,3255
63.66,3256
63.09,3257
62.73,3258
63.58,3259
66.46,3260
68.14,3261
67.07,3262
67.43,3263
68.54,3264
68.28,3265
69.16,3266
68.77,3267
67.62,3268
68.63,3269
66.99,3270
67.99,3271
68.01,3272
69.39,3273
69.01,3274
68.43,3275
68.34,3276
68.95,3277
69.47,3278
69.19,3279
69.18,3280
70.16,3281
68.73,3282
70.21,3283
68.47,3284
68.69,3285
69.56,3286
68.88,3287
70.43,3288
69.26,3289
68.95,3290
68.77,3291
67.5,3292
69.24,3293
67.37,3294
67.34,3295
67.8,3296
69.19,3297
69.9,3298
68.87,3299
69.65,3300
68.29,3301
66.82,3302
67.76,3303
67.37,3304
69.34,3305
69.12,3306
67.36,3307
66.75,3308
66.83,3309
69.04,3310
68.44,3311
68.54,3312
67.3,3313
66.1,3314
67.28,3315
68.18,3316
67.77,3317
69.23,3318
68.5,3319
68.52,3320
68.23,3321
69.79,3322
71.12,3323
70.91,3324
70.54,3325
68.66,3326
66.76,3327
65.75,3328
64.83,3329
62.77,3330
64.88,3331
64.84,3332
66.27,3333
65.35,3334
64.88,3335
65.33,3336
64.37,3337
65.49,3338
65.59,3339
65.37,3340
64.95,3341
64.65,3342
65.08,3343
64.87,3344
63.49,3345
64.08,3346
62.87,3347
66.38,3348
67.55,3349
67.1,3350
66.48,3351
65.06,3352
64.84,3353
65.25,3354
64.17,3355
65.33,3356
65.04,3357
64.4,3358
63.88,3359
64.54,3360
65.48,3361
67.3,3362
66.34,3363
65.37,3364
64.49,3365
64.62,3366
63.7,3367
64.26,3368
62.61,3369
65.37,3370
67.24,3371
65.87,3372
66.55,3373
65.99,3374
67.36,3375
67.42,3376
69.42,3377
70.46,3378
70.15,3379
69.12,3380
70.85,3381
70.39,3382
69.02,3383
70.15,3384
68.2,3385
68.78,3386
67.96,3387
67.99,3388
69.05,3389
67.39,3390
66.58,3391
66.62,3392
67.35,3393
67.51,3394
66.35,3395
65.06,3396
65.32,3397
65.95,3398
68.28,3399
67.73,3400
69.71,3401
69.02,3402
68.5,3403
68.75,3404
68.63,3405
69.06,3406
71.49,3407
71.81,3408
71.29,3409
68.87,3410
69.42,3411
70.06,3412
69.32,3413
70.04,3414
70.0,3415
70.1,3416
69.52,3417
70.96,3418
69.6,3419
68.13,3420
68.39,3421
69.13,3422
68.78,3423
69.32,3424
70.74,3425
70.9,3426
70.34,3427
70.31,3428
70.8,3429
70.19,3430
71.48,3431
70.1,3432
70.97,3433
71.05,3434
69.37,3435
68.64,3436
68.17,3437
68.59,3438
69.95,3439
68.56,3440
68.04,3441
69.16,3442
69.57,3443
68.94,3444
68.62,3445
68.21,3446
68.61,3447
68.08,3448
66.3,3449
66.99,3450
66.69,3451
67.13,3452
65.71,3453
66.67,3454
67.48,3455
67.93,3456
68.75,3457
69.16,3458
68.58,3459
69.01,3460
69.36,3461
67.92,3462
66.47,3463
66.51,3464
66.57,3465
65.0,3466
66.34,3467
65.61,3468
65.15,3469
64.85,3470
65.1,3471
66.44,3472
67.07,3473
67.42,3474
68.39,3475
68.43,3476
69.76,3477
67.92,3478
67.91,3479
67.46,3480
68.13,3481
67.53,3482
66.99,3483
68.21,3484
67.6,3485
67.05,3486
66.23,3487
65.25,3488
66.19,3489
65.39,3490
65.5,3491
65.36,3492
64.34,3493
63.39,3494
63.95,3495
64.55,3496
65.08,3497
65.57,3498
65.69,3499
66.33,3500
67.09,3501
66.96,3502
66.51,3503
66.59,3504
66.03,3505
65.49,3506
64.56,3507
63.04,3508
63.37,3509
62.16,3510
60.22,3511
60.21,3512
59.57,3513
61.38,3514
61.55,3515
60.57,3516
60.94,3517
63.31,3518
63.32,3519
62.7,3520
65.59,3521
65.75,3522
65.0,3523
64.75,3524
66.43,3525
64.96,3526
65.23,3527
65.37,3528
63.24,3529
64.01,3530
63.33,3531
62.73,3532
61.85,3533
62.83,3534
64.01,3535
63.3,3536
62.49,3537
63.08,3538
64.25,3539
64.77,3540
64.2,3541
63.7,3542
63.28,3543
64.73,3544
65.53,3545
65.45,3546
65.53,3547
66.83,3548
66.85,3549
66.29,3550
65.82,3551
64.72,3552
63.68,3553
64.39,3554
65.36,3555
65.26,3556
65.74,3557
65.68,3558
67.95,3559
67.87,3560
68.07,3561
67.55,3562
68.61,3563
67.17,3564
68.17,3565
68.98,3566
68.59,3567
69.33,3568
68.18,3569
67.65,3570
69.11,3571
69.44,3572
69.46,3573
68.32,3574
68.16,3575
68.74,3576
68.61,3577
68.31,3578
68.49,3579
69.68,3580
71.27,3581
70.97,3582
69.99,3583
69.63,3584
70.1,3585
70.48,3586
69.9,3587
71.0,3588
71.29,3589
71.83,3590
70.7,3591
71.27,3592
70.93,3593
70.82,3594
69.44,3595
70.46,3596
69.68,3597
68.54,3598
70.2,3599
72.55,3600
72.11,3601
72.43,3602
72.35,3603
73.51,3604
72.09,3605
71.17,3606
71.8,3607
71.28,3608
71.6,3609
71.31,3610
71.18,3611
70.99,3612
71.15,3613
71.66,3614
69.97,3615
71.22,3616
72.49,3617
73.06,3618
72.97,3619
73.98,3620
73.95,3621
75.39,3622
74.48,3623
75.94,3624
75.17,3625
74.6,3626
74.36,3627
74.49,3628
74.59,3629
73.8,3630
74.44,3631
74.62,3632
74.71,3633
75.21,3634
75.73,3635
76.89,3636
77.67,3637
77.83,3638
78.8,3639
78.13,3640
76.95,3641
76.87,3642
75.78,3643
75.0,3644
74.48,3645
75.18,3646
74.54,3647
75.32,3648
76.45,3649
75.79,3650
75.22,3651
74.57,3652
75.99,3653
75.54,3654
73.93,3655
72.86,3656
74.42,3657
73.52,3658
75.9,3659
76.67,3660
78.58,3661
78.48,3662
76.11,3663
76.28,3664
78.15,3665
78.35,3666
79.87,3667
80.82,3668
80.6,3669
79.45,3670
80.43,3671
81.47,3672
81.3,3673
80.94,3674
80.8,3675
79.37,3676
77.32,3677
77.8,3678
78.28,3679
77.63,3680
77.56,3681
75.69,3682
74.74,3683
74.63,3684
73.04,3685
72.49,3686
71.43,3687
71.87,3688
71.97,3689
74.52,3690
73.13,3691
74.12,3692
75.29,3693
74.68,3694
74.53,3695
75.82,3696
75.46,3697
75.08,3698
76.41,3699
77.25,3700
75.64,3701
76.69,3702
76.99,3703
79.05,3704
79.9,3705
81.09,3706
80.07,3707
80.72,3708
81.55,3709
80.6,3710
82.16,3711
83.79,3712
83.25,3713
84.55,3714
84.17,3715
85.14,3716
85.28,3717
85.21,3718
84.9,3719
85.74,3720
86.45,3721
87.44,3722
88.73,3723
88.27,3724
87.49,3725
87.44,3726
87.09,3727
88.87,3728
92.42,3729
93.09,3730
92.55,3731
94.11,3732
95.31,3733
95.52,3734
96.76,3735
95.42,3736
93.8,3737
92.55,3738
92.69,3739
91.35,3740
91.78,3741
91.72,3742
91.4,3743
92.69,3744
94.14,3745
95.54,3746
98.06,3747
97.25,3748
98.24,3749
97.97,3750
98.31,3751
98.23,3752
99.67,3753
100.95,3754
100.77,3755
101.4,3756
101.06,3757
100.71,3758
100.78,3759
100.67,3760
99.83,3761
99.26,3762
96.53,3763
96.27,3764
96.79,3765
97.78,3766
98.64,3767
97.39,3768
96.59,3769
97.57,3770
97.69,3771
97.57,3772
98.06,3773
97.05,3774
97.03,3775
97.12,3776
95.72,3777
95.33,3778
95.27,3779
94.43,3780
93.77,3781
92.74,3782
91.68,3783
92.48,3784
92.67,3785
91.09,3786
91.09,3787
92.49,3788
93.12,3789
92.64,3790
91.91,3791
91.18,3792
91.05,3793
90.28,3794
90.23,3795
88.83,3796
88.59,3797
87.46,3798
86.55,3799
86.38,3800
86.34,3801
87.03,3802
86.4,3803
87.75,3804
89.31,3805
90.83,3806
91.77,3807
92.42,3808
93.35,3809
93.1,3810
95.35,3811
95.72,3812
97.03,3813
96.82,3814
97.76,3815
98.09,3816
97.49,3817
97.31,3818
97.56,3819
96.65,3820
98.5,3821
100.13,3822
100.7,3823
100.09,3824
100.38,3825
100.89,3826
100.43,3827
100.28,3828
98.89,3829
99.65,3830
100.71,3831
100.98,3832
102.29,3833
103.3,3834
103.4,3835
103.42,3836
103.88,3837
103.73,3838
103.66,3839
104.24,3840
104.15,3841
103.18,3842
103.79,3843
104.13,3844
106.28,3845
106.07,3846
105.93,3847
106.78,3848
106.07,3849
104.87,3850
104.9,3851
104.59,3852
105.93,3853
104.48,3854
105.71,3855
105.66,3856
107.0,3857
106.18,3858
104.9,3859
105.94,3860
105.72,3861
103.95,3862
103.46,3863
102.49,3864
101.74,3865
101.89,3866
102.14,3867
103.8,3868
102.19,3869
103.23,3870
102.28,3871
100.97,3872
101.92,3873
100.08,3874
101.79,3875
103.03,3876
103.13,3877
102.56,3878
101.85,3879
101.95,3880
102.28,3881
104.38,3882
104.05,3883
104.0,3884
103.92,3885
104.41,3886
103.95,3887
103.26,3888
103.32,3889
103.87,3890
104.73,3891
103.47,3892
104.76,3893
105.25,3894
105.65,3895
106.49,3896
106.47,3897
32.58,3898
106.73,3899
107.19,3900
106.26,3901
105.87,3902
106.57,3903
107.29,3904
108.58,3905
108.21,3906
107.15,3907
107.85,3908
107.63,3909
107.11,3910
108.21,3911
109.49,3912
109.91,3913
109.24,3914
109.69,3915
108.65,3916
106.79,3917
107.01,3918
108.23,3919
108.18,3920
107.86,3921
108.82,3922
109.21,3923
108.68,3924
109.73,3925
109.12,3926
107.91,3927
106.07,3928
106.19,3929
106.11,3930
106.15,3931
108.06,3932
108.59,3933
107.82,3934
107.02,3935
108.4,3936
107.08,3937
106.97,3938
107.47,3939
105.2,3940
104.08,3941
104.27,3942
102.63,3943
102.59,3944
101.73,3945
100.75,3946
101.79,3947
101.47,3948
99.71,3949
100.55,3950
100.5,3951
102.02,3952
101.58,3953
102.12,3954
101.47,3955
100.21,3956
98.94,3957
100.41,3958
100.5,3959
100.65,3960
102.67,3961
102.3,3962
101.74,3963
102.6,3964
103.15,3965
102.88,3966
103.75,3967
102.26,3968
102.32,3969
101.14,3970
101.16,3971
100.82,3972
100.86,3973
102.67,3974
103.31,3975
103.52,3976
102.87,3977
103.09,3978
101.59,3979
102.53,3980
103.06,3981
102.37,3982
101.99,3983
100.12,3984
99.96,3985
99.42,3986
99.95,3987
100.43,3988
99.83,3989
99.58,3990
101.34,3991
101.94,3992
101.62,3993
101.42,3994
102.13,3995
100.8,3996
100.7,3997
100.87,3998
98.58,3999
97.49,4000
96.26,4001
97.22,4002
98.09,4003
97.95,4004
96.74,4005
95.22,4006
92.26,4007
91.89,4008
92.82,4009
92.25,4010
91.0,4011
89.2,4012
88.44,4013
89.16,4014
88.43,4015
89.36,4016
91.44,4017
92.62,4018
90.94,4019
90.69,4020
90.68,4021
92.18,4022
92.03,4023
91.32,4024
91.53,4025
91.73,4026
90.12,4027
90.12,4028
92.32,4029
93.96,4030
93.16,4031
93.16,4032
92.08,4033
90.83,4034
91.41,4035
92.12,4036
90.7,4037
89.52,4038
90.46,4039
91.83,4040
92.29,4041
91.43,4042
90.79,4043
91.94,4044
92.8,4045
90.33,4046
91.8,4047
90.91,4048
89.36,4049
89.62,4050
91.42,4051
89.53,4052
88.02,4053
87.84,4054
88.99,4055
89.06,4056
88.3,4057
88.11,4058
87.6,4059
87.37,4060
87.03,4061
87.55,4062
88.34,4063
88.62,4064
89.21,4065
90.03,4066
90.75,4067
91.45,4068
91.6,4069
91.33,4070
90.49,4071
90.14,4072
90.07,4073
92.01,4074
92.4,4075
92.86,4076
91.97,4077
93.01,4078
91.86,4079
89.99,4080
88.15,4081
89.27,4082
89.25,4083
88.63,4084
88.11,4085
88.42,4086
88.13,4087
87.67,4088
88.32,4089
88.52,4090
88.96,4091
87.86,4092
86.99,4093
86.02,4094
85.93,4095
84.84,4096
84.62,4097
84.24,4098
82.74,4099
82.88,4100
84.03,4101
86.57,4102
86.36,4103
87.2,4104
87.57,4105
88.04,4106
88.06,4107
87.52,4108
87.07,4109
86.12,4110
86.25,4111
81.99,4112
83.23,4113
83.62,4114
84.04,4115
83.79,4116
85.13,4117
86.28,4118
86.19,4119
83.69,4120
84.15,4121
83.44,4122
84.68,4123
85.25,4124
84.91,4125
85.42,4126
84.56,4127
82.85,4128
82.81,4129
83.73,4130
84.28,4131
83.86,4132
84.45,4133
